model                                                  ,price   ,depreciation ,milleage ,registration_date ,coe_left ,no_of_owner ,omv    ,arf     ,power ,capacity ,accessories
MERCEDES BENZ SL 350                                   , 206800 ,       23384 ,   65000 ,24-Jan-2013       ,     8.8 ,          3 ,119058 , 119058 , 2250 ,    3498 ,"Multi-function steering wheel, electric memory seats, Bluetooth audio, reverse camera, full red leather interior, original paintwork. C&C unit."
KIA CERATO FORTE KOUP 1.6 AT SX ABS D/AB SR            ,  20608 ,       14410 ,  160000 ,27-Aug-2010       ,     1.4 ,          6 , 15116 ,  15116 ,  927 ,    1591 ,-
MERCEDES BENZ E200 SPORT M-HYBRID                      , 205800 ,       23539 ,   71000 ,17-Sep-2021       ,     7.5 ,          1 , 47835 ,  58969 , 1550 ,    1991 ,"18"" sports rims, multi function steering wheel, 12.3"" display with Apple CarPlay/Android Auto."
VOLKSWAGEN GOLF A7 1.4 TSI AT 5G13GZ W/O HID           ,  28800 ,       14469 ,   67666 ,25-Nov-2015       ,     1.7 ,          2 , 19158 ,   9158 ,  900 ,    1395 ,"Leather and electric seats, touchscreen infotainment system with 10inch android head unit and more!"
HONDA VEZEL HYBRID E:HEV 1.5X CVT                      , 146800 ,       18325 ,    1000 ,02-Nov-2021       ,     7.6 ,          1 , 26751 ,  14452 , 1740 ,    1496 ,"Sport rims. Factory fitted head unit with Bluetooth. Multi function steering wheel, leather seats."
SUBARU FORESTER 2.0I-L CVT AWD SR                      ,  75800 ,       15611 ,  105067 ,24-Aug-2018       ,     4.4 ,          2 , 13451 ,  13451 , 1100 ,    1995 ,"Sport Rims, Dual front electric seats, auto headlights, keyless entry/start, reverse camera and sensors, retractable side mirrors, sunroof."
MINI JOHN COOPER WORKS GP AUTO                         , 189500 ,       22160 ,   27000 ,08-Jun-2021       ,     7.2 ,          1 , 48059 ,  59283 , 2250 ,    1998 ,"OJCW GP sport bucket seat with dynamical/leather and red belts, 18"" GP rims, 3d printed fascia panel, 6.5"" startup screen, 8.8"" display, Apple CarPlay"
HONDA FIT 1.3GF CVT                                    ,  96500 ,       12972 ,   26000 ,21-Jun-2021       ,     7.2 ,          2 , 16148 ,   5000 ,  730 ,    1317 ,"Pioneer head unit with Bluetooth, reverse camera/sensors, leather seat, keyless start/stop/entry."
SEAT LEON SP FR 1.5 ETSI                               , 144800 ,       16769 ,   27696 ,27-Jun-2022       ,     8.3 ,          1 , 25274 ,  12384 , 1100 ,    1498 ,"LED headlights & taillights, keyless entry / push start, power-adjustable seats, rearview camera, sports rim and more!"
TOYOTA SIENTA STANDARD (AUTO)                          ,  82800 ,       15879 ,   77000 ,16-Nov-2018       ,     4.6 ,          2 , 17777 ,  17777 ,  790 ,    1496 ,"Leather seats, sports rims, reverse camera and sensors, knockdown rear seats, solar film."
BMW 116D 5DR LED EU6                                   ,  88500 ,       17533 ,   66000 ,16-May-2018       ,     4.1 ,          3 , 28248 ,  31548 ,  850 ,    1496 ,"BMW sports rims, front electric leather seats, factory fitted audio system with Bluetooth, steering wheel controls, reverse camera/sensor."
MERCEDES BENZ C 180 BLUEEFFICIENCY                     , 116800 ,       13356 ,  171000 ,18-Dec-2012       ,     8.7 ,          2 , 30160 ,  30160 , 1150 ,    1595 ,"Factory fitted Audio/CD system, Reverse Sensors, 17"" original Sports rims, Black leather seats, Tinted Films, Auto Headlamps/ Fog Lamps."
MERCEDES BENZ CLA180 (R18 BI)                          ,  33000 ,       34082 ,  160000 ,24-Nov-2014       ,     0.7 ,          2 , 27318 ,  20246 ,  900 ,    1595 ,"Dual electric memory seats, MB audio, reversecams, DRL, Bluetooth, sport rims, retractableside mirrors."
MERCEDES BENZ CLA45 AMG 4MATICS SB AUTO                , 158800 ,       28801 ,   62000 ,04-Jun-2018       ,     4.2 ,          2 , 57593 ,  75668 , 2800 ,    1991 ,Full AMG package. AMG performance exhaust and AMG bucket seats.
PORSCHE MACAN S 3.0 A/T ABS D/AIRBAG 4WD               , 101444 ,       55888 ,  155000 ,05-Mar-2015       ,     0.9 ,          3 , 69236 ,  96625 , 2500 ,    2997 ,-
MERCEDES BENZ GLB200 SPORT AUTO                        , 196800 ,       23689 ,   38158 ,26-Aug-2021       ,     7.4 ,          1 , 35410 ,  41574 , 1200 ,    1332 ,"18""Sport rims/pirelli tyres, Leather seats, auto tailgate, bluetooth, driving mode, electric folding side mirror/indicator, reverse camera/sensor"
SEAT ARONA STYLE 1.0 TSI 116 7AT                       ,  85300 ,       12751 ,   66000 ,28-Jul-2020       ,     6.3 ,          1 , 18647 ,   8647 ,  850 ,     999 ,"Sports rims, factory 8"" infotainment system, Bluetooth, media/USB/Android/Apple CarPlay, reverse camera, roof racks, LED DRL, fog lamps."
JAGUAR F-PACE R-SPORT 3.0 V6 SC SR                     , 152000 ,       28637 ,   74096 ,19-Dec-2017       ,     3.7 ,          4 , 65452 ,  89814 , 2500 ,    2995 ,"Factory fitted Jaguar InControl Touch Pro infotainment system, Bluetooth connectivity, Digital instrument cluster, Automatic LED DRLs and more!"
HONDA VEZEL 1.5X CVT                                   , 100300 ,       13803 ,   54452 ,08-Feb-2021       ,     6.9 ,          2 , 24012 ,  10617 ,  960 ,    1496 ,"Factory fitted audio system with Bluetooth connectivity, Upgraded Pioneer head unit, Knockdown rear seats and more!"
PEUGEOT 2008 ACTIVE PURETECH 1.2 EAT6 (FL) S/R         ,  49800 ,       15181 ,  101200 ,03-Apr-2017       ,     3.0 ,          1 , 17683 ,   7683 ,  810 ,    1199 ,"In built infotainment, Bluetooth, glass roof, leather seats, reverse camera/sensor."
MITSUBISHI LANCER 1.6 M                                ,  47800 ,       10843 ,  254000 ,19-Aug-2008       ,     4.4 ,          5 , 11330 ,  11330 ,  790 ,    1584 ,"Gen2 DR exhaust full system w/ cert, racing clutch, EVO3 brake kit, aluminium radiator, open pod air intake, tein coil over, Defi gauges, Pivot gauge."
VOLKSWAGEN PASSAT R36 3.6 V6 A 4WD                     ,  75800 ,       15244 ,   95878 ,13-Mar-2009       ,     5.0 ,          5 , 47041 ,  47041 , 2200 ,    3597 ,"Electric Sports Design Seats, Alcantara Interior With Heated Electric Seats And Sunroof. Multi Function Steering Wheel. 19"" Be By Breyton Sports Rim."
VOLKSWAGEN EOS 2.0 TFSI CSC                            ,  64800 ,       13325 ,  148663 ,02-Mar-2009       ,     4.9 ,          6 , 42075 ,  42075 , 1470 ,    1984 ,Hard Top Cabriolet.Android Touch Screen Audio System.Parking Assist Function.Parking Sensor.Dual Zone Climatic Aircon Control.Electric Memory Seats.
TOYOTA VELLFIRE 2.5X CVT                               , 181800 ,       31354 ,   65566 ,12-Apr-2019       ,     5.1 ,          3 , 39017 ,  46624 , 1340 ,    2493 ,Multi Function Steering.Auto Headlight/Rain Sensor.Keyless Entry/Start/Stop.Panoramic Roof.Lane Keep Assist.Bluetooth.Cruise Control.Auto Tailgate.
TOYOTA RAV4 2.4X A                                     ,  59800 ,       13141 ,  141221 ,10-Oct-2008       ,     4.5 ,          2 , 20105 ,  20105 , 1250 ,    2362 ,"Sports Rims, Leather Seats, Touchscreen Audio Player, Digital Climatic Aircon Control, Reverse Camera/sensors, Knockdown Rear Seats."
TOYOTA PRIUS HYBRID 1.8 CVT                            ,  75800 ,       19940 ,   62103 ,21-Nov-2017       ,     3.7 ,          1 , 31008 ,   5412 ,  900 ,    1798 ,"Sport Rims,Premium Leather Seats,Touchscreen Infotainment System With GPS/BT/Rev.Cam,Auto Retractable Side Mirrors,EV Drive Mode.Knockdown Rear Seats."
TOYOTA PRIUS AUTO                                      ,  84800 ,       13353 ,   97081 ,29-Jul-2010       ,     6.3 ,          5 , 35505 ,  21303 ,  730 ,    1798 ,"Keyless Entry Push Start/Stop,Factory Fitted Sound System. Automatic Wipers,Multi Steering Controls.Head-Up Display.Lumbar Seat Support."
TOYOTA MR-S 1.8 V EDITION A                            ,  75800 ,       21250 ,   98762 ,17-Oct-2007       ,     3.6 ,          1 , 22383 ,  24622 , 1030 ,    1794 ,"Leather Bucket Seats,15"" Sports Rims,Steering With Sport Shifter.Fujitsubo Exhaust With Cert.Parking Sensors,Remote Key,Front Storage Compartment."
TOYOTA C-HR HYBRID 1.8S CVT                            ,  70800 ,       18958 ,   71866 ,30-Oct-2017       ,     3.6 ,          2 , 28465 ,   5000 ,  900 ,    1797 ,"Leather seats. Sports rims. Pioneer DVD player/BT/reverse cam/sensor. Multi function steering.Auto folding mirror.Electric park button,auto park hold."
TOYOTA C-HR HYBRID 1.8S CVT                            ,  73800 ,       19024 ,   65912 ,21-Dec-2017       ,     3.7 ,          2 , 27911 ,   5000 ,  900 ,    1797 ,Premium Leather Interior. Sport Rims. Auto Folding Mirrors. Function Steering Wheel. Digital Climatic Control.Cruise Control.Keyless Entry/start/stop.
SUZUKI SWIFT M-HYBRID 1.2RS CVT                        ,  86800 ,       13852 ,   38211 ,25-Feb-2020       ,     5.9 ,          2 , 19268 ,   9268 ,  693 ,    1242 ,"Smart Key System, Electric Folding Side Mirrors, LED Headlights, Multi Function Steering Wheel, Paddle Shift, Curtain Airbags."
SUBARU IMPREZA WRX                                     , 104800 ,       20510 ,  146171 ,12-Dec-2009       ,     5.1 ,          4 , 18561 ,  18561 , 1650 ,    1994 ,STi TMIC.Perrin BOV.Tein Coilover.Original Enkei PF07 Rim.STI Brembo 4/2.Fuji Exhaust.APEXI AVCR.4 x Original Defi.
PEUGEOT 5008 1.6 BLUEHDI EAT6 S/R                      ,  53800 ,       17930 ,   97236 ,20-Oct-2016       ,     2.6 ,          1 , 23750 ,  15250 ,  880 ,    1560 ,"Panoramic glass roof, sports rims, leather seats, built in audio with steering controls/Bluetooth/navigation/head up display, rear aircon, fog lights."
OPEL ADAM 1.4 AT                                       ,  42800 ,       15100 ,   55012 ,01-Nov-2016       ,     2.6 ,          1 , 16830 ,   6830 ,  640 ,    1398 ,Premium Leather Seats.Sports Rims.Climate Control Aircon.Infotainment System.Auto Headlights.Auto Rain Sensor.Reverse Sensors.Fog Lights.
NISSAN GT-R 3.8 A                                      , 244800 ,       49557 ,  119235 ,03-Aug-2009       ,     4.9 ,          7 , 79739 ,  79739 , 3530 ,    3799 ,Alcantara Dashboard.Carbon Panels.HKS Boost Control.HKS BOV.Brembo Brake.Cobb Tune.LTA Approved Arqray Exhaust System With Cert.Just Passed Inspection
MITSUBISHI EVO 10 GSR 2.0 SST                          , 136800 ,       28290 ,  117051 ,22-Jan-2009       ,     4.8 ,          4 , 36110 ,  36110 , 2060 ,    1998 ,"Original Recaro Sport Seats,Te37 SL Sport Rims,Full Sports Kit With Rear Diffuser.HKS Hi-power Twin Exhaust With Cert.Original Ganador Side Mirror."
MERCEDES BENZ SLK 200 KOMPRESSOR                       ,  79800 ,       15403 ,  123511 ,28-May-2009       ,     5.2 ,          7 , 50319 ,  50319 , 1350 ,    1796 ,"AMG Sport Rims, Auto Headlights And Wipers, Anti-glare Rear View And Side Mirror, Reverse Sensor, Leather Seats, Cruise Control, Bluetooth."
MERCEDES BENZ S350 A                                   ,  59800 ,       14858 ,  128771 ,24-Dec-2008       ,     4.0 ,          4 , 55255 ,  55255 , 2000 ,    3498 ,"Electric Memory Seats,Retractable Side Mirrors,Multi Function Steering With Paddle Shifter.Reverse Camera/Sensors.Rear Auto Blind And Aircon.Sunroof."
MERCEDES BENZ E 300                                    , 104800 ,       16481 ,  155131 ,13-Oct-2010       ,     6.4 ,          8 , 68921 ,  68921 , 1700 ,    2996 ,"AMG model, Panoramic Sunroof, keyless entry/start, auto head lights, twin electric and memory seats, optional 7 seats, fully knockdown seats and more."
MERCEDES BENZ CLC 180 K                                ,  79800 ,       13114 ,  168711 ,23-Apr-2010       ,     6.1 ,          5 , 33999 ,  33999 , 1050 ,    1796 ,Sports/Eco/Normal Drive Selection. Factory Fitted Audio System With Integrated Bluetooth. Auto Folding Mirrors. Auto Rain/Light Sensors.
MERCEDES BENZ GLC200 (R18 LED)                         , 190999 ,       24752 ,   65000 ,27-Oct-2020       ,     6.6 ,          1 , 45196 ,  55275 , 1450 ,    1991 ,"Auto LED headlights, keyless entry & engine start/stop, rear AC, front electric seats w memory, emergency brake assist, reverse cam, CarPlay/Android."
MAZDA 2 SEDAN 1.5 AT EU6                               ,  55800 ,       14574 ,   85778 ,28-Sep-2017       ,     3.5 ,          3 , 14145 ,   9145 ,  850 ,    1496 ,"Premium Leather Seats.Sports Rim.Infotainment Unit/BT/Rev Sensor.Sport Mode.Reverse Sensors, Etc."
MAZDA AXELA SPORT 1.5XD AUTO                           ,  60800 ,       15164 ,   73169 ,28-Jul-2017       ,     3.3 ,          3 , 23674 ,  20144 ,  770 ,    1498 ,"Keyless start/stop, sports rims. Multi function steering wheel, reverse sensors, auto retractable side mirrors, knockdown rear seats."
MASERATI GRANTURISMO S 4.7 A                           , 231800 ,       25438 ,   77162 ,31-May-2013       ,     9.1 ,          6 ,128781 , 128781 , 3380 ,    4691 ,"Paddle Shifters, Electric Front Seats, Maserati Infotainment System. Keyless Entry, Push Start Button,MC Bodykit, F1 Transmission,full Alcantara Dash."
LAND ROVER DISCOVERY SPORT 2.0 SI4 SE 7STR             , 103800 ,       23675 ,   98226 ,31-May-2017       ,     3.2 ,          1 , 46235 ,  56729 , 1770 ,    1999 ,"Sport Rims, Premium Leather Seats, Touch Screen Infotainment System, Bluetooth/navigation, Reverse Camera,LED Daytime Running Light,electric Tailgate."
MASERATI GRANCABRIO                                    , 161800 ,       24475 ,   92012 ,18-Nov-2011       ,     6.6 ,          3 ,119013 , 119013 , 3230 ,    4691 ,"Sports Rims, Electric Seats. Premium Interior Leather.Multi Function Steering, Auto Xenon Headlights/wipers, Cruise Control, Electric Park Brakes."
TOYOTA ESTIMA AERAS 2.4 A                              ,  73568 ,       14641 ,  148000 ,16-Sep-2009       ,     5.0 ,          4 , 35558 ,  35558 , 1250 ,    2362 ,-
KIA CERATO FORTE KOUP 1.6 SX MT D/AB 2DR SR            ,  26800 ,       16721 ,  170071 ,29-Oct-2010       ,     1.6 ,          6 , 13142 ,  13142 ,  927 ,    1591 ,"Sports Rims.Premium Leather Seats.Android Audio System.Multi Function Steering Control.Fog Lamps,Reverse Sensors,Sunroof.Knockdown Rear Seats."
KIA CERATO FORTE KOUP 1.6 SX MT D/AB 2DR SR            ,  15800 ,       20596 ,  135501 ,29-Dec-2009       ,     0.8 ,          6 , 14010 ,  14010 ,  927 ,    1591 ,"Premium Leather Upholstery,Sports Rims,Android Touch Screen Audio System.reverse Sensors, Knockdown Rear Seats,Retractable Side Mirrors.Fog Lights."
JEEP RENEGADE LIMITED 1.4T 6DDCT 2WD                   ,  79800 ,       16103 ,   98812 ,17-May-2018       ,     4.1 ,          2 , 24228 ,  25920 , 1030 ,    1368 ,"Multi Function Steering Wheel,Factory Fitted Infotainment System/BT/reverse Camera/sensors, Cruise Control. Blind Spot Assist, Electric Park Brake."
HUMMER H3 3.7 A                                        ,  92800 ,       18469 ,   94960 ,17-Jul-2009       ,     5.0 ,          5 , 29208 ,  29208 , 1800 ,    3653 ,"Leather Seats,Electric Seats,Android Audio System With Bluetooth,Auto Headlights,Knockdown Rear Seats,Roof Rail,6 x Airbags,Side Steps,Reverse Cam"
HONDA VEZEL HYBRID 1.5X AUTO                           ,  58800 ,       18957 ,   67818 ,13-Mar-2017       ,     3.0 ,          2 , 26073 ,   5000 , 1120 ,    1496 ,"Sport Rims.Premium Leather Seats.Touch Screen Audio Sys.Auto Brake Hold Function,Sport/Eco Mode Switch,Electric Parking Brake,Knockdown Rear Seats."
HONDA VEZEL HYBRID 1.5X AUTO                           ,  53800 ,       19087 ,   79712 ,30-Nov-2016       ,     2.7 ,          3 , 25906 ,   5000 , 1120 ,    1496 ,"Sport Rims.Premium Leather Seats.Touch Screen Audio Sys.Auto Brake Hold Function,Sport/Eco Mode Switch,Electric Parking Brake,Knockdown Rear Seats."
HONDA VEZEL HYBRID 1.5X AUTO                           ,  72800 ,       18881 ,   62818 ,13-Dec-2017       ,     3.7 ,          1 , 25495 ,   5000 , 1120 ,    1496 ,"Premium Leather Seat,Sport Rim,DVD Touch Screen Audio System,Multi Function Steering With Paddle Shifter.Auto Folding Mirror,Knockdown Rear Seat."
HONDA VEZEL HYBRID 1.5X A                              ,  63800 ,       19091 ,   68021 ,09-Jun-2017       ,     3.2 ,          2 , 26059 ,   5000 , 1120 ,    1496 ,"Premium Leather Seats,Sport Rims,Touch Screen Audio System, Reverse Camera And Sensors,Multi Function Steering Control.Fog Lights."
HONDA VEZEL 1.5Z HYBRID CVT ABS D/AIRBAG 2WD           ,  56800 ,       19306 ,   91238 ,22-Sep-2016       ,     2.5 ,          3 , 25011 ,  17016 , 1120 ,    1496 ,"Sports Rims. Stylish Leather Seats. Touch Screen Audio Sys.Auto Brake Hold Function,sport/eco Mode Switch,electric Parking Brake,knockdown Rear Seats."
HONDA VEZEL 1.5Z E-HEV AUTO                            , 154800 ,       19132 ,   26332 ,29-Oct-2021       ,     7.6 ,          2 , 29777 ,  18688 , 1740 ,    1496 ,"RDM/CMBS/LKAS/ Blind Spot Monitor,Electric Tailgate.Normal/Econ/Sport Mode.Touch Screen Audio System.Reverse Camera.LED Headlamps,knockdown Seats."
HONDA VEZEL 1.5X CVT                                   ,  43800 ,       18411 ,   91168 ,04-May-2016       ,     2.1 ,          5 , 19821 ,   9821 ,  960 ,    1496 ,"Premium Leather Seats,Sport Rims,Touch Screen Audio System, Reverse Camera And Sensors,Multi Function Steering Control.Fog Lights."
HYUNDAI CN7 AVANTE 1.6 DOHC CVT S                      , 124888 ,       14666 ,   19000 ,26-Jul-2022       ,     8.3 ,          1 , 19721 ,   5000 ,  902 ,    1598 ,"digital instrument cluster, 8"" touchscreen infotainment with Apple CarPlay/Android Auto, Electrical seats, reverse cam, wireless charging"
SUBARU FORESTER 2.0XT CVT AWD SR                       ,  63500 ,       17884 ,   90000 ,11-Apr-2017       ,     3.0 ,          5 , 17931 ,  17931 , 1770 ,    1998 ,Keyless entry start/stop. Auto tail gate. Harmon Kardon sound system. Fully auto Panoramic Sunroof. Touchscreen infotainment with reverse camera & BT.
